"","ego","alter","alter_type","q1.years.known.eiq","q2.years.worked.with.eiq","q3a.wk.relationship.eiq","q3b.wk.relationship.other.eiq","q4a.work.interaction.freq.eiq","q4b.personal.interaction.freq.eiq","q5a.likely.discuss.env.issues.eiq","q5b.likely.discuss.env.issues.exp.eiq","q6a.likely.discuss.econ.issues.eiq","q6b.likely.discuss.econ.issues.exp.eiq","q7a.likely.discuss.comm.issues.eiq","q7b.likely.discuss.comm.issues.exp.eiq","q8a.likely.discuss.gvmtresources.issues.eiq","q8b.likely.discuss.gvmtresources.issues.exp.eiq","q9a.likely.discuss.fedagency.issues.eiq","q9b.likely.discuss.fedagency.issues.exp.eiq","q10.difficulty.selling.catch.eiq","q11.indiv.contact.agency.eiq","q12a.related.indiv.eiq","q12b.related.descriptor.eiq","q12c.related.descriptor.other.eiq","q13.positive.wk.relationship.eiq","q14.wk.relationship.quality.eiq","q15.sust.industry.contribution.eiq","q16.trust.level.eiq","q17.willingness.to.wk.with.eiq"
"291","Newman, Cooper","Mendoza, Linda","Shared-Profession",5,2,"Colleague","N/A","Bi-weekly (every other week)","Monthly",7,"Explain why (not) discuss environmental issues",6,"Explain why (not) discuss economic issues",7,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",8,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Strongly disagree",7,"Agree",8,4
"292","Tinnin, Desarae","Lapointe, Niavis","Out-Network",28,23,"Other (please specify)","Professional relationship explanation","A few times per month","Monthly",6,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",9,"Explain why (not) discuss communication issues",2,"Explain why (not) discuss government resource availability issues",10,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Strongly agree",0,"Agree",10,0
"293","Tinnin, Desarae","Oberndorfer, Drayven","Shared-Profession",11,2,"Colleague","N/A","Less than once per month","A few times per month",1,"Explain why (not) discuss environmental issues",6,"Explain why (not) discuss economic issues",9,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",4,"Explain why (not) discuss federal agency issues","Yes","No","No","N/A","N/A","Neither agree nor disagree",9,"Strongly disagree",8,6
"294","Tinnin, Desarae","Robinson, Troslyn","Shared-Profession",27,26,"Colleague","N/A","A few times per week","Monthly",4,"Explain why (not) discuss environmental issues",9,"Explain why (not) discuss economic issues",7,"Explain why (not) discuss communication issues",2,"Explain why (not) discuss government resource availability issues",8,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Disagree",4,"Strongly disagree",5,7
"295","Tinnin, Desarae","Biolchini, Dylan","Shared-Profession",26,21,"Colleague","N/A","Monthly","Monthly",2,"Explain why (not) discuss environmental issues",9,"Explain why (not) discuss economic issues",8,"Explain why (not) discuss communication issues",3,"Explain why (not) discuss government resource availability issues",5,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Neither agree nor disagree",1,"Disagree",7,6
"296","Tinnin, Desarae","Dearing, Raeven","Shared-Profession",5,2,"Colleague","N/A","Less than once per month","Bi-weekly (every other week)",7,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",8,"Explain why (not) discuss communication issues",2,"Explain why (not) discuss government resource availability issues",4,"Explain why (not) discuss federal agency issues","Yes","No","No","N/A","N/A","Neither agree nor disagree",9,"Strongly disagree",7,5
"297","Tinnin, Desarae","Castaneda, Robert","Shared-Profession",9,2,"Colleague","N/A","Bi-weekly (every other week)","A few times per month",10,"Explain why (not) discuss environmental issues",0,"Explain why (not) discuss economic issues",5,"Explain why (not) discuss communication issues",7,"Explain why (not) discuss government resource availability issues",4,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Cousin","N/A","Neither agree nor disagree",2,"Strongly agree",10,1
"298","Tinnin, Desarae","Panish, Madeline","Shared-Profession",12,10,"Colleague","N/A","A few times per month","Bi-weekly (every other week)",1,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",0,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Agree",3,"Strongly agree",9,4
"299","Tinnin, Desarae","Ramos, Kayla","Shared-Profession",16,0,"Colleague","N/A","Less than once per month","Weekly",4,"Explain why (not) discuss environmental issues",10,"Explain why (not) discuss economic issues",8,"Explain why (not) discuss communication issues",8,"Explain why (not) discuss government resource availability issues",0,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Neither agree nor disagree",8,"Neither agree nor disagree",8,8
"300","Tinnin, Desarae","Denham, Andrew","Shared-Profession",17,7,"Colleague","N/A","Less than once per month","Daily",10,"Explain why (not) discuss environmental issues",1,"Explain why (not) discuss economic issues",8,"Explain why (not) discuss communication issues",7,"Explain why (not) discuss government resource availability issues",2,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Neither agree nor disagree",9,"Neither agree nor disagree",0,2
"301","Gonzalez, Michael","Anderson, Kailib","Shared-Profession",30,27,"Colleague","N/A","Daily","Bi-weekly (every other week)",4,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",4,"Explain why (not) discuss communication issues",2,"Explain why (not) discuss government resource availability issues",2,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Strongly agree",4,"Strongly disagree",7,1
"302","Gonzalez, Michael","Gonzales, Alexandrya","Shared-Profession",8,8,"Colleague","N/A","Bi-weekly (every other week)","Weekly",0,"Explain why (not) discuss environmental issues",3,"Explain why (not) discuss economic issues",7,"Explain why (not) discuss communication issues",3,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Parent","N/A","Neither agree nor disagree",8,"Agree",1,1
"303","Gonzalez, Michael","Romero, Nicholas","Shared-Profession",5,1,"Colleague","N/A","Daily","Bi-weekly (every other week)",0,"Explain why (not) discuss environmental issues",3,"Explain why (not) discuss economic issues",10,"Explain why (not) discuss communication issues",3,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Cousin","N/A","Strongly agree",1,"Agree",5,10
"304","Gonzalez, Michael","Leyva, Jazmin","Shared-Profession",15,3,"Colleague","N/A","Daily","A few times per week",0,"Explain why (not) discuss environmental issues",9,"Explain why (not) discuss economic issues",10,"Explain why (not) discuss communication issues",1,"Explain why (not) discuss government resource availability issues",2,"Explain why (not) discuss federal agency issues","Yes","No","No","N/A","N/A","Disagree",0,"Strongly agree",3,2
"305","Gonzalez, Michael","Asmerom, Yazmine","Shared-Profession",4,3,"Colleague","N/A","A few times per week","Less than once per month",2,"Explain why (not) discuss environmental issues",0,"Explain why (not) discuss economic issues",4,"Explain why (not) discuss communication issues",1,"Explain why (not) discuss government resource availability issues",0,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Parent","N/A","Strongly agree",8,"Strongly agree",3,10
"306","Gonzalez, Michael","Lewis, Nickolas","Shared-Profession",7,5,"Colleague","N/A","Daily","A few times per month",1,"Explain why (not) discuss environmental issues",3,"Explain why (not) discuss economic issues",6,"Explain why (not) discuss communication issues",5,"Explain why (not) discuss government resource availability issues",6,"Explain why (not) discuss federal agency issues","No","No","Yes","Child","N/A","Strongly agree",8,"Strongly disagree",0,1
"307","Heiser, Susan","Bugarin, Brenna","Shared-Profession",30,17,"Colleague","N/A","Weekly","A few times per week",8,"Explain why (not) discuss environmental issues",1,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",7,"Explain why (not) discuss government resource availability issues",9,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Disagree",9,"Strongly disagree",10,1
"308","Heiser, Susan","King, Brendon","Shared-Profession",28,22,"Colleague","N/A","Weekly","Weekly",2,"Explain why (not) discuss environmental issues",1,"Explain why (not) discuss economic issues",3,"Explain why (not) discuss communication issues",3,"Explain why (not) discuss government resource availability issues",8,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Parent","N/A","Strongly disagree",6,"Strongly disagree",4,1
"309","Heiser, Susan","Wilson, Sydney","Shared-Profession",13,9,"Colleague","N/A","Less than once per month","A few times per week",4,"Explain why (not) discuss environmental issues",7,"Explain why (not) discuss economic issues",10,"Explain why (not) discuss communication issues",8,"Explain why (not) discuss government resource availability issues",8,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Strongly agree",10,"Strongly disagree",10,0
"310","Milton-Brewer, Jayda","Morales, Jose","Shared-Profession",12,8,"Colleague","N/A","A few times per month","Daily",0,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",4,"Explain why (not) discuss communication issues",5,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Spouse or partner","N/A","Strongly agree",1,"Neither agree nor disagree",9,10
"311","Vazquez Herrera, Desideria","Wells, Jasmine","Out-Network",30,14,"Employer","N/A","Daily","Weekly",10,"Explain why (not) discuss environmental issues",1,"Explain why (not) discuss economic issues",3,"Explain why (not) discuss communication issues",5,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Neither agree nor disagree",1,"Disagree",7,8
"312","Vazquez Herrera, Desideria","Smith, Kylee","Shared-Profession",7,6,"Colleague","N/A","Less than once per month","A few times per week",9,"Explain why (not) discuss environmental issues",7,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",5,"Explain why (not) discuss federal agency issues","No","No","Yes","Other (please specify)","Explain","Neither agree nor disagree",7,"Agree",3,10
"313","Vazquez Herrera, Desideria","White, Lucas","Shared-Profession",6,2,"Colleague","N/A","A few times per week","Monthly",3,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",9,"Explain why (not) discuss communication issues",3,"Explain why (not) discuss government resource availability issues",7,"Explain why (not) discuss federal agency issues","Yes","No","Yes","Child","N/A","Strongly agree",8,"Strongly agree",2,1
"314","Sibley, Catalina","Hughes, Kebrina","Shared-Profession",19,8,"Colleague","N/A","A few times per week","Bi-weekly (every other week)",9,"Explain why (not) discuss environmental issues",1,"Explain why (not) discuss economic issues",6,"Explain why (not) discuss communication issues",2,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Spouse or partner","N/A","Neither agree nor disagree",10,"Agree",0,8
"315","Sibley, Catalina","Joiner, Hylas","Shared-Profession",19,11,"Colleague","N/A","Bi-weekly (every other week)","Daily",0,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",10,"Explain why (not) discuss communication issues",0,"Explain why (not) discuss government resource availability issues",6,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Agree",6,"Disagree",4,2
"316","Jones, Brandon","Perez, Lizeth","Shared-Profession",26,4,"Colleague","N/A","Less than once per month","A few times per week",1,"Explain why (not) discuss environmental issues",5,"Explain why (not) discuss economic issues",4,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",2,"Explain why (not) discuss federal agency issues","No","No","No","N/A","N/A","Strongly agree",10,"Strongly agree",9,9
"317","Jones, Brandon","Nixon, Tessa","Shared-Profession",27,14,"Colleague","N/A","Bi-weekly (every other week)","Daily",6,"Explain why (not) discuss environmental issues",3,"Explain why (not) discuss economic issues",5,"Explain why (not) discuss communication issues",8,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","No","No","Yes","Child","N/A","Neither agree nor disagree",3,"Strongly disagree",9,8
